using HTTP for the container environment
         6795529 function calls (6512220 primitive calls) in 58.053 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      168    0.000    0.000    0.000    0.000 timeout.py:95(__init__)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.002    0.002 tokenize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:159(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.000    0.000 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:142(Transport)
        1    0.000    0.000    0.000    0.000 transports.py:166(DatagramTransport)
        1    0.000    0.000    0.000    0.000 transports.py:191(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 transports.py:245(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
        1    0.000    0.000    0.002    0.002 type_check.py:1(<module>)
      135    0.000    0.000    0.000    0.000 types.py:171(__get__)
        3    0.000    0.000    0.000    0.000 types.py:244(coroutine)
        1    0.000    0.000    0.002    0.002 typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1006(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1026(Protocol)
        7    0.000    0.000    0.000    0.000 typing.py:1060(__init_subclass__)
       14    0.000    0.000    0.000    0.000 typing.py:1065(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing.py:1124(runtime_checkable)
      105    0.000    0.000    0.000    0.000 typing.py:1149(cast)
     1190    0.002    0.000    0.006    0.000 typing.py:120(_type_check)
       15    0.000    0.000    0.000    0.000 typing.py:1362(overload)
       38    0.000    0.000    0.000    0.000 typing.py:1435(_alias)
        1    0.000    0.000    0.000    0.000 typing.py:1521(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing.py:1531(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1541(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1551(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1561(SupportsIndex)
        1    0.000    0.000    0.000    0.000 typing.py:1571(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1581(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing.py:1613(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1615(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1644(NamedTuple)
      598    0.001    0.000    0.001    0.000 typing.py:172(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 typing.py:1734(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1735(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1749(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1760(TypedDict)
        1    0.000    0.000    0.000    0.000 typing.py:1803(NewType)
        9    0.000    0.000    0.000    0.000 typing.py:1822(new_type)
      273    0.000    0.000    0.000    0.000 typing.py:183(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1838(IO)
  228/192    0.001    0.000    0.004    0.000 typing.py:187(_subs_tvars)
        1    0.000    0.000    0.000    0.000 typing.py:1937(BinaryIO)
        1    0.000    0.000    0.000    0.000 typing.py:1951(TextIO)
        1    0.000    0.000    0.000    0.000 typing.py:1986(io)
        1    0.000    0.000    0.000    0.000 typing.py:2001(re)
      199    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
      267    0.001    0.000    0.002    0.000 typing.py:219(_remove_dups_flatten)
        4    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
1848/1737    0.002    0.000    0.026    0.000 typing.py:255(inner)
        1    0.000    0.000    0.000    0.000 typing.py:281(_Final)
        5    0.000    0.000    0.000    0.000 typing.py:286(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:290(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
        7    0.000    0.000    0.000    0.000 typing.py:307(__new__)
        7    0.000    0.000    0.000    0.000 typing.py:320(__init__)
     1270    0.000    0.000    0.001    0.000 typing.py:324(__eq__)
     1793    0.001    0.000    0.001    0.000 typing.py:329(__hash__)
  373/267    0.001    0.000    0.012    0.000 typing.py:347(__getitem__)
      895    0.000    0.000    0.003    0.000 typing.py:358(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:489(ForwardRef)
      107    0.000    0.000    0.002    0.000 typing.py:496(__init__)
       16    0.000    0.000    0.000    0.000 typing.py:524(__eq__)
      329    0.000    0.000    0.000    0.000 typing.py:532(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:539(TypeVar)
       35    0.000    0.000    0.001    0.000 typing.py:586(__init__)
       48    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
     4387    0.002    0.000    0.003    0.000 typing.py:646(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing.py:650(_GenericAlias)
      586    0.002    0.000    0.010    0.000 typing.py:659(__init__)
     1856    0.000    0.000    0.000    0.000 typing.py:669(<genexpr>)
      192    0.001    0.000    0.007    0.000 typing.py:677(__getitem__)
      439    0.000    0.000    0.002    0.000 typing.py:685(<genexpr>)
      269    0.000    0.000    0.005    0.000 typing.py:689(copy_with)
      851    0.000    0.000    0.000    0.000 typing.py:711(__eq__)
2431/1713    0.002    0.000    0.003    0.000 typing.py:720(__hash__)
       12    0.000    0.000    0.000    0.000 typing.py:736(__mro_entries__)
        2    0.000    0.000    0.000    0.000 typing.py:742(<genexpr>)
     4387    0.003    0.000    0.006    0.000 typing.py:762(__setattr__)
        1    0.000    0.000    0.000    0.000 typing.py:768(__instancecheck__)
        1    0.000    0.000    0.000    0.000 typing.py:771(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 typing.py:798(_VariadicGenericAlias)
      165    0.000    0.000    0.003    0.000 typing.py:802(__getitem__)
       77    0.000    0.000    0.003    0.000 typing.py:818(__getitem_inner__)
      162    0.000    0.000    0.001    0.000 typing.py:830(<genexpr>)
       43    0.000    0.000    0.000    0.000 typing.py:839(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:845(Generic)
       10    0.000    0.000    0.000    0.000 typing.py:878(__class_getitem__)
       21    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:889(<genexpr>)
       20    0.000    0.000    0.000    0.000 typing.py:900(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:936(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:943(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 tz.py:1020(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1140(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1151(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:121(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1237(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:1454(__get_gettz)
        1    0.000    0.000    0.000    0.000 tz.py:1459(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1529(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1771(_ContextWrapper)
        1    0.000    0.000    0.000    0.000 tz.py:189(tzlocal)
        1    0.000    0.000    0.001    0.001 tz.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:316(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:36(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:361(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:374(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:858(tzrange)
        1    0.000    0.000    0.000    0.000 tzfile.py:13(_byte_string)
        1    0.000    0.000    0.000    0.000 tzfile.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:156(DstTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 tzinfo.py:66(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:76(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:18(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:43(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:60(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.008    0.008 universaldetector.py:28(<module>)
        1    0.000    0.000    0.000    0.000 universaldetector.py:51(UniversalDetector)
        1    0.000    0.000    0.001    0.001 unix_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:1022(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1127(MultiLoopChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1248(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1337(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 unix_events.py:436(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:47(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 unix_events.py:572(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:777(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:802(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:895(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:948(SafeChildWatcher)
        1    0.000    0.000    0.017    0.017 url.py:1(<module>)
      249    0.005    0.000    0.007    0.000 url.py:210(_encode_invalid_chars)
       84    0.000    0.000    0.001    0.000 url.py:244(_remove_path_dot_segments)
      126    0.001    0.000    0.003    0.000 url.py:274(_normalize_host)
      126    0.000    0.000    0.002    0.000 url.py:297(<listcomp>)
      252    0.000    0.000    0.002    0.000 url.py:302(_idna_encode)
      252    0.001    0.000    0.001    0.000 url.py:303(<listcomp>)
       42    0.000    0.000    0.002    0.000 url.py:320(_encode_target)
       84    0.001    0.000    0.011    0.000 url.py:330(parse_url)
      504    0.000    0.000    0.000    0.000 url.py:411(ensure_type)
        1    0.000    0.000    0.000    0.000 url.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 url.py:82(Url)
       84    0.000    0.000    0.000    0.000 url.py:91(__new__)
     2001    0.001    0.000    0.001    0.000 users-in-course.py:142(section_name_from_section_id)
        1    0.000    0.000    0.063    0.063 users-in-course.py:147(sections_in_course)
        1    0.011    0.011   57.658   57.658 users-in-course.py:233(main)
        1    0.005    0.005   58.070   58.070 users-in-course.py:36(<module>)
        1    0.000    0.000    0.000    0.000 users-in-course.py:65(initialize)
        1    0.002    0.002   54.972   54.972 users-in-course.py:95(users_in_course)
        1    0.000    0.000    0.000    0.000 utf8prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 utf8prober.py:35(UTF8Prober)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
     4005    0.002    0.000    0.005    0.000 utility.py:15(xl_rowcol_to_cell)
    52079    0.020    0.000    0.020    0.000 utility.py:45(xl_rowcol_to_cell_fast)
     4046    0.003    0.000    0.003    0.000 utility.py:66(xl_col_to_name)
        1    0.000    0.000    0.000    0.000 utility.py:7(<module>)
        2    0.000    0.000    0.001    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1021(SafeEval)
       42    0.000    0.000    0.000    0.000 utils.py:107(super_len)
        1    0.000    0.000    0.000    0.000 utils.py:1275(_Dummy)
        2    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
        2    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
       42    0.001    0.000    0.004    0.000 utils.py:168(get_netrc_auth)
        1    0.000    0.000    0.000    0.000 utils.py:1879(IgnoreException)
        1    0.000    0.000    0.000    0.000 utils.py:1921(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 utils.py:1987(suppress_warnings)
      294    0.001    0.000    0.002    0.000 utils.py:284(to_key_val_list)
        1    0.000    0.000    0.022    0.022 utils.py:3(<module>)
       42    0.000    0.000    0.000    0.000 utils.py:450(_parse_content_type_header)
        1    0.000    0.000    0.000    0.000 utils.py:47(KnownFailureException)
       42    0.000    0.000    0.001    0.000 utils.py:475(get_encoding_from_headers)
        1    0.000    0.000    0.005    0.005 utils.py:5(<module>)
     1932    0.001    0.000    0.001    0.000 utils.py:51(_has_surrogates)
       42    0.000    0.000    0.000    0.000 utils.py:514(iter_slices)
        2    0.000    0.000    0.000    0.000 utils.py:53(_set_function_name)
       42    0.000    0.000    0.000    0.000 utils.py:565(unquote_unreserved)
        1    0.000    0.000    0.000    0.000 utils.py:58(_Deprecate)
